nohup: ignoring input
Parameter Count: 40483149
Training with 80604 image pairs
/home/zexin/anaconda3/envs/raft/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:123: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  "https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate", UserWarning)
[   100,  0.0000056]     0.6264,     0.7745,     0.8135,    11.4255, 
[   200,  0.0000072]     0.6707,     0.7986,     0.8339,    10.7604, 
[   300,  0.0000088]     0.6629,     0.7914,     0.8281,    11.3775, 
[   400,  0.0000104]     0.6665,     0.7950,     0.8313,    11.6937, 
[   500,  0.0000120]     0.6834,     0.8055,     0.8404,    10.0482, 
[   600,  0.0000136]     0.6818,     0.8022,     0.8370,    10.0332, 
[   700,  0.0000152]     0.6934,     0.8119,     0.8466,     9.0765, 
[   800,  0.0000168]     0.6694,     0.7940,     0.8300,    11.6978, 
[   900,  0.0000184]     0.6863,     0.8069,     0.8412,    10.0084, 
[  1000,  0.0000200]     0.6748,     0.7983,     0.8334,    11.4366, 
[  1100,  0.0000216]     0.6717,     0.7977,     0.8341,    10.2288, 
[  1200,  0.0000232]     0.6772,     0.8009,     0.8358,     9.7066, 
[  1300,  0.0000248]     0.6892,     0.8049,     0.8380,    10.7001, 
[  1400,  0.0000264]     0.6803,     0.7967,     0.8304,    11.3770, 
[  1500,  0.0000280]     0.6819,     0.7990,     0.8322,    11.0405, 
[  1600,  0.0000296]     0.7017,     0.8164,     0.8505,     9.2111, 
[  1700,  0.0000312]     0.7138,     0.8304,     0.8620,     9.2489, 
[  1800,  0.0000328]     0.6978,     0.8113,     0.8430,    10.1477, 
[  1900,  0.0000344]     0.7046,     0.8217,     0.8544,     9.0945, 
[  2000,  0.0000360]     0.6909,     0.8082,     0.8406,    10.9082, 
[  2100,  0.0000376]     0.7084,     0.8215,     0.8534,     8.9132, 
[  2200,  0.0000392]     0.6842,     0.8037,     0.8382,    11.0610, 
[  2300,  0.0000408]     0.6985,     0.8196,     0.8536,     9.7265, 
[  2400,  0.0000424]     0.6990,     0.8172,     0.8497,     9.0602, 
[  2500,  0.0000440]     0.6921,     0.8091,     0.8412,    10.3999, 
[  2600,  0.0000456]     0.6957,     0.8125,     0.8447,    10.1395, 
[  2700,  0.0000472]     0.6947,     0.8116,     0.8447,    10.0014, 
[  2800,  0.0000488]     0.7006,     0.8147,     0.8466,    10.9538, 
[  2900,  0.0000504]     0.7164,     0.8327,     0.8641,     7.4935, 
[  3000,  0.0000520]     0.7052,     0.8198,     0.8521,     9.3094, 
[  3100,  0.0000536]     0.6840,     0.8007,     0.8352,    12.0558, 
[  3200,  0.0000551]     0.6935,     0.8121,     0.8465,     9.1589, 
[  3300,  0.0000567]     0.7067,     0.8253,     0.8577,     8.3990, 
[  3400,  0.0000583]     0.7041,     0.8196,     0.8531,     8.7425, 
[  3500,  0.0000599]     0.7045,     0.8185,     0.8493,    10.2924, 
[  3600,  0.0000615]     0.7050,     0.8220,     0.8539,     9.2736, 
[  3700,  0.0000631]     0.7005,     0.8167,     0.8487,    11.8653, 
[  3800,  0.0000647]     0.6890,     0.8075,     0.8418,     9.9091, 
[  3900,  0.0000663]     0.7070,     0.8194,     0.8499,    11.0013, 
[  4000,  0.0000679]     0.6972,     0.8138,     0.8457,     9.2869, 
[  4100,  0.0000695]     0.6972,     0.8136,     0.8471,    10.1592, 
[  4200,  0.0000711]     0.6864,     0.8097,     0.8451,     9.1201, 
[  4300,  0.0000727]     0.7068,     0.8198,     0.8519,     9.4360, 
