nohup: ignoring input
Parameter Count: 5257536
Training with 22232 image pairs
/home/zexin/anaconda3/envs/raft/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:123: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  "https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate", UserWarning)
[   100,  0.0000140]     0.0054,     0.0461,     0.1151,    24.8608, 
[   200,  0.0000180]     0.0133,     0.1041,     0.2287,    18.3321, 
[   300,  0.0000220]     0.0146,     0.1115,     0.2443,    18.2292, 
[   400,  0.0000259]     0.0145,     0.1126,     0.2470,    17.4943, 
[   500,  0.0000299]     0.0161,     0.1252,     0.2674,    17.2837, 
[   600,  0.0000339]     0.0341,     0.2054,     0.3624,    16.2032, 
[   700,  0.0000379]     0.0424,     0.2313,     0.3893,    15.6278, 
[   800,  0.0000419]     0.0443,     0.2267,     0.3658,    16.3070, 
[   900,  0.0000459]     0.0682,     0.2840,     0.4190,    15.3925, 
[  1000,  0.0000499]     0.0791,     0.2929,     0.4206,    15.8154, 
[  1100,  0.0000539]     0.0805,     0.2877,     0.4158,    15.6877, 
[  1200,  0.0000579]     0.0994,     0.3212,     0.4320,    15.5264, 
[  1300,  0.0000619]     0.1061,     0.3127,     0.4293,    15.4220, 
[  1400,  0.0000659]     0.1058,     0.3086,     0.4219,    15.1262, 
[  1500,  0.0000699]     0.1165,     0.3367,     0.4512,    15.1821, 
[  1600,  0.0000739]     0.1282,     0.3445,     0.4595,    13.8923, 
[  1700,  0.0000779]     0.1502,     0.3272,     0.4351,    14.9899, 
[  1800,  0.0000819]     0.1242,     0.3126,     0.4215,    15.1449, 
[  1900,  0.0000859]     0.1333,     0.3209,     0.4350,    14.7599, 
[  2000,  0.0000899]     0.1247,     0.3007,     0.4101,    15.2339, 
[  2100,  0.0000939]     0.1312,     0.3278,     0.4423,    14.7185, 
[  2200,  0.0000979]     0.1357,     0.3239,     0.4428,    15.2529, 
[  2300,  0.0001019]     0.1256,     0.3048,     0.4169,    15.2762, 
[  2400,  0.0001059]     0.1484,     0.3232,     0.4333,    15.5567, 
[  2500,  0.0001099]     0.1375,     0.3048,     0.4207,    15.2979, 
[  2600,  0.0001139]     0.1645,     0.3448,     0.4518,    14.8320, 
[  2700,  0.0001179]     0.1583,     0.3289,     0.4326,    15.6097, 
[  2800,  0.0001219]     0.1579,     0.3200,     0.4214,    14.9241, 
[  2900,  0.0001259]     0.1824,     0.3560,     0.4614,    14.1689, 
[  3000,  0.0001299]     0.1723,     0.3329,     0.4433,    14.5121, 
[  3100,  0.0001339]     0.1515,     0.3191,     0.4325,    14.8610, 
[  3200,  0.0001379]     0.1596,     0.3202,     0.4319,    15.8046, 
[  3300,  0.0001419]     0.1543,     0.3156,     0.4140,    15.5548, 
[  3400,  0.0001459]     0.1506,     0.3117,     0.4145,    15.5453, 
[  3500,  0.0001499]     0.1777,     0.3368,     0.4383,    14.4143, 
[  3600,  0.0001539]     0.1697,     0.3237,     0.4280,    15.3664, 
[  3700,  0.0001579]     0.1450,     0.3197,     0.4357,    15.3770, 
[  3800,  0.0001619]     0.1677,     0.3432,     0.4569,    14.8353, 
[  3900,  0.0001659]     0.1560,     0.3222,     0.4290,    15.1960, 
[  4000,  0.0001699]     0.1594,     0.3326,     0.4405,    15.1289, 
[  4100,  0.0001739]     0.1627,     0.3461,     0.4611,    15.0548, 
[  4200,  0.0001778]     0.1701,     0.3394,     0.4465,    14.6595, 
[  4300,  0.0001818]     0.1626,     0.3324,     0.4428,    15.2346, 
[  4400,  0.0001858]     0.1602,     0.3302,     0.4388,    15.2949, 
[  4500,  0.0001898]     0.1820,     0.3749,     0.4849,    14.7429, 
[  4600,  0.0001938]     0.1868,     0.3603,     0.4648,    14.2239, 
[  4700,  0.0001978]     0.1728,     0.3511,     0.4592,    13.8101, 
[  4800,  0.0002018]     0.1693,     0.3373,     0.4430,    14.6730, 
[  4900,  0.0002058]     0.1518,     0.3193,     0.4317,    15.4808, 
[  5000,  0.0002098]     0.1715,     0.3556,     0.4708,    14.4144, 
Validation Chairs EPE: 10.172533
[  5100,  0.0002138]     0.1668,     0.3422,     0.4433,    15.4483, 
[  5200,  0.0002178]     0.1843,     0.3621,     0.4582,    15.2267, 
[  5300,  0.0002218]     0.1839,     0.3511,     0.4505,    15.1979, 
[  5400,  0.0002258]     0.1942,     0.3751,     0.4773,    14.6410, 
[  5500,  0.0002298]     0.1728,     0.3482,     0.4539,    14.8549, 
[  5600,  0.0002338]     0.1833,     0.3684,     0.4626,    15.1119, 
[  5700,  0.0002378]     0.1778,     0.3487,     0.4550,    14.3857, 
