nohup: ignoring input
Parameter Count: 5276352
Training with 22232 image pairs
/home/zexin/anaconda3/envs/raft/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:123: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  "https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate", UserWarning)
[   100,  0.0000140]     0.0396,     0.2276,     0.3734,    16.8342, 
[   200,  0.0000180]     0.0516,     0.2716,     0.4173,    15.9614, 
[   300,  0.0000220]     0.0718,     0.3117,     0.4353,    14.5094, 
[   400,  0.0000259]     0.0634,     0.2684,     0.4015,    16.3365, 
[   500,  0.0000299]     0.0360,     0.2144,     0.3748,    14.2527, 
[   600,  0.0000339]     0.0452,     0.2563,     0.4307,    13.9774, 
[   700,  0.0000379]     0.0638,     0.3221,     0.4902,    12.7753, 
[   800,  0.0000419]     0.0694,     0.3262,     0.4915,    12.3402, 
[   900,  0.0000459]     0.0922,     0.3804,     0.5424,    11.4624, 
[  1000,  0.0000499]     0.1238,     0.4299,     0.5765,    11.3007, 
[  1100,  0.0000539]     0.1270,     0.4411,     0.5893,    11.3051, 
[  1200,  0.0000579]     0.1584,     0.4774,     0.6158,    10.2319, 
[  1300,  0.0000619]     0.1963,     0.5235,     0.6563,     9.1524, 
[  1400,  0.0000659]     0.2326,     0.5677,     0.6930,     8.8133, 
[  1500,  0.0000699]     0.2637,     0.5869,     0.7020,     8.6969, 
[  1600,  0.0000739]     0.2913,     0.6325,     0.7436,     7.6702, 
[  1700,  0.0000779]     0.3181,     0.6365,     0.7361,     8.3183, 
[  1800,  0.0000819]     0.3536,     0.6707,     0.7647,     7.3667, 
[  1900,  0.0000859]     0.3646,     0.6731,     0.7654,     7.6070, 
[  2000,  0.0000899]     0.3945,     0.6910,     0.7770,     7.5063, 
[  2100,  0.0000939]     0.4342,     0.7181,     0.7964,     6.7394, 
[  2200,  0.0000979]     0.4523,     0.7304,     0.8064,     6.3556, 
[  2300,  0.0001019]     0.4566,     0.7237,     0.7988,     7.4921, 
[  2400,  0.0001059]     0.4638,     0.7324,     0.8077,     6.4024, 
[  2500,  0.0001099]     0.4955,     0.7493,     0.8166,     6.8072, 
[  2600,  0.0001139]     0.4998,     0.7444,     0.8115,     6.8932, 
[  2700,  0.0001179]     0.5214,     0.7590,     0.8228,     6.1574, 
[  2800,  0.0001219]     0.5276,     0.7652,     0.8270,     6.2515, 
[  2900,  0.0001259]     0.5511,     0.7776,     0.8369,     6.0302, 
[  3000,  0.0001299]     0.5366,     0.7651,     0.8268,     6.4079, 
[  3100,  0.0001339]     0.5577,     0.7830,     0.8438,     5.5201, 
[  3200,  0.0001379]     0.5532,     0.7723,     0.8319,     6.2150, 
[  3300,  0.0001419]     0.5672,     0.7842,     0.8439,     5.6685, 
[  3400,  0.0001459]     0.5802,     0.7832,     0.8391,     6.1972, 
[  3500,  0.0001499]     0.5984,     0.8047,     0.8576,     5.2626, 
[  3600,  0.0001539]     0.5847,     0.7892,     0.8443,     5.8548, 
[  3700,  0.0001579]     0.5867,     0.7905,     0.8440,     5.8808, 
[  3800,  0.0001619]     0.5999,     0.7957,     0.8473,     5.5474, 
